OBJECTID,ORIGID,CountyName,PopulationCensus16,TimeStamp,IGEasting,IGNorthing,Lat,Long,UGI,ConfirmedCovidCases,PopulationProportionCovidCases,ConfirmedCovidDeaths,ConfirmedCovidRecovered,Shape__Area,Shape__Length
13833,1,Carlow,56932,2021/08/14 00:00:00+00,278661,163444,52.7168,-6.8367,http://data.geohive.ie/resource/county/2ae19629-143d-13a3-e055-000000000001,3590,6305.768285,,,2432351721,319348.5725
13834,2,Cavan,76176,2021/08/14 00:00:00+00,246380,304501,53.9878,-7.2937,http://data.geohive.ie/resource/county/2ae19629-1448-13a3-e055-000000000001,6299,8269.008612,,,5575009911,515954.4965
13835,3,Clare,118817,2021/08/14 00:00:00+00,133493,182732,52.8917,-8.9889,http://data.geohive.ie/resource/county/2ae19629-1450-13a3-e055-000000000001,5933,4993.393201,,,8722541706,1013948.95
13836,4,Cork,542868,2021/08/14 00:00:00+00,156242,77860,51.9517,-8.6372,http://data.geohive.ie/resource/county/2ae19629-1451-13a3-e055-000000000001,27952,5148.949653,,,19529490886,2129949.409
13837,5,Donegal,159192,2021/08/14 00:00:00+00,202615,405691,54.8989,-7.96,http://data.geohive.ie/resource/county/2ae19629-1452-13a3-e055-000000000001,15561,9774.988693,,,14624041937,2145085.774
13838,6,Dublin,1347359,2021/08/14 00:00:00+00,313762,235813,53.3605,-6.292,http://data.geohive.ie/resource/county/2ae19629-144f-13a3-e055-000000000001,113166,8399.097791,,,2612632655,449433.5318
13839,7,Galway,258058,2021/08/14 00:00:00+00,151045,235818,53.3705,-8.7362,http://data.geohive.ie/resource/county/2ae19629-1453-13a3-e055-000000000001,14547,5637.104837,,,17079158586,1972288.286
13840,8,Kerry,147707,2021/08/14 00:00:00+00,92975,102996,52.1689,-9.565,http://data.geohive.ie/resource/county/2ae19629-1454-13a3-e055-000000000001,6011,4069.543082,,,12483603408,1753779.819
13841,9,Kildare,222504,2021/08/14 00:00:00+00,281262,221513,53.238,-6.7837,http://data.geohive.ie/resource/county/2ae19629-1455-13a3-e055-000000000001,15321,6885.718908,,,4726063622,422182.0368
13842,10,Kilkenny,99232,2021/08/14 00:00:00+00,253094,148060,52.5816,-7.2175,http://data.geohive.ie/resource/county/2ae19629-1456-13a3-e055-000000000001,4257,4289.946791,,,5585391835,453397.5722
13843,11,Laois,84697,2021/08/14 00:00:00+00,244211,193996,52.9952,-7.3423,http://data.geohive.ie/resource/county/2ae19629-143e-13a3-e055-000000000001,4760,5620.033767,,,4731211499,398512.4622
13844,12,Leitrim,32044,2021/08/14 00:00:00+00,200446,319670,54.1261,-7.9939,http://data.geohive.ie/resource/county/2ae19629-143f-13a3-e055-000000000001,1195,3729.247285,,,4618679673,453253.685
13845,13,Limerick,194899,2021/08/14 00:00:00+00,149743,141780,52.5255,-8.7412,http://data.geohive.ie/resource/county/2ae19629-1440-13a3-e055-000000000001,15418,7910.764037,,,7206726912,673892.6905
13846,14,Longford,40873,2021/08/14 00:00:00+00,220162,275901,53.7325,-7.6952,http://data.geohive.ie/resource/county/2ae19629-1441-13a3-e055-000000000001,2350,5749.516796,,,3097977869,315245.1728
13847,15,Louth,128884,2021/08/14 00:00:00+00,299463,297349,53.9161,-6.487,http://data.geohive.ie/resource/county/2ae19629-1442-13a3-e055-000000000001,11799,9154.743801,,,2386326963,352203.5172
13848,16,Mayo,130507,2021/08/14 00:00:00+00,117679,297355,53.9191,-9.2537,http://data.geohive.ie/resource/county/2ae19629-1443-13a3-e055-000000000001,8474,6493.138299,,,16036984139,2101964.077
13849,17,Meath,195044,2021/08/14 00:00:00+00,284946,271349,53.6851,-6.715,http://data.geohive.ie/resource/county/2ae19629-1444-13a3-e055-000000000001,13292,6814.872542,,,6658570746,554844.7505
13850,18,Monaghan,61386,2021/08/14 00:00:00+00,268914,326818,54.1857,-6.9452,http://data.geohive.ie/resource/county/2ae19629-1445-13a3-e055-000000000001,6189,10082.10341,,,3768943157,392803.0473
13851,19,Offaly,77961,2021/08/14 00:00:00+00,222690,223679,53.2632,-7.6607,http://data.geohive.ie/resource/county/2ae19629-1446-13a3-e055-000000000001,5316,6818.794012,,,5558826350,561440.3786
13852,20,Roscommon,64544,2021/08/14 00:00:00+00,182029,283486,53.8008,-8.2735,http://data.geohive.ie/resource/county/2ae19629-1447-13a3-e055-000000000001,3659,5669.000992,,,7278743876,622494.1546
13853,21,Sligo,65535,2021/08/14 00:00:00+00,165130,323355,54.1581,-8.5345,http://data.geohive.ie/resource/county/2ae19629-1449-13a3-e055-000000000001,3144,4797.436484,,,5348370378,682286.8703
13854,22,Tipperary,159553,2021/08/14 00:00:00+00,205427,154345,52.6407,-7.9206,http://data.geohive.ie/resource/county/2ae19629-144a-13a3-e055-000000000001,7267,4554.599412,,,11551196729,781276.5797
13855,23,Waterford,116176,2021/08/14 00:00:00+00,234676,105809,52.2035,-7.4935,http://data.geohive.ie/resource/county/2ae19629-144b-13a3-e055-000000000001,6849,5895.365652,,,4848379555,643184.904
13856,24,Westmeath,88770,2021/08/14 00:00:00+00,238362,255966,53.5524,-7.4219,http://data.geohive.ie/resource/county/2ae19629-144c-13a3-e055-000000000001,5235,5897.262589,,,5208705730,422669.3327
13857,25,Wexford,149722,2021/08/14 00:00:00+00,301627,141559,52.5164,-6.5037,http://data.geohive.ie/resource/county/2ae19629-144d-13a3-e055-000000000001,8551,5711.251519,,,6332221063,589324.4767
13858,26,Wicklow,142425,2021/08/14 00:00:00+00,311162,197894,53.0205,-6.3442,http://data.geohive.ie/resource/county/2ae19629-144e-13a3-e055-000000000001,6356,4462.699666,,,5580728579,427539.1986
13859,1,Carlow,56932,2021/08/15 00:00:00+00,278661,163444,52.7168,-6.8367,http://data.geohive.ie/resource/county/2ae19629-143d-13a3-e055-000000000001,3596,6316.307173,,,2432351721,319348.5725
13860,2,Cavan,76176,2021/08/15 00:00:00+00,246380,304501,53.9878,-7.2937,http://data.geohive.ie/resource/county/2ae19629-1448-13a3-e055-000000000001,6372,8364.839319,,,5575009911,515954.4965
13861,3,Clare,118817,2021/08/15 00:00:00+00,133493,182732,52.8917,-8.9889,http://data.geohive.ie/resource/county/2ae19629-1450-13a3-e055-000000000001,5941,5000.126245,,,8722541706,1013948.95
13862,4,Cork,542868,2021/08/15 00:00:00+00,156242,77860,51.9517,-8.6372,http://data.geohive.ie/resource/county/2ae19629-1451-13a3-e055-000000000001,28160,5187.264676,,,19529490886,2129949.409
13863,5,Donegal,159192,2021/08/15 00:00:00+00,202615,405691,54.8989,-7.96,http://data.geohive.ie/resource/county/2ae19629-1452-13a3-e055-000000000001,15706,9866.073672,,,14624041937,2145085.774
13864,6,Dublin,1347359,2021/08/15 00:00:00+00,313762,235813,53.3605,-6.292,http://data.geohive.ie/resource/county/2ae19629-144f-13a3-e055-000000000001,113354,8413.051013,,,2612632655,449433.5318
13865,7,Galway,258058,2021/08/15 00:00:00+00,151045,235818,53.3705,-8.7362,http://data.geohive.ie/resource/county/2ae19629-1453-13a3-e055-000000000001,14608,5660.742934,,,17079158586,1972288.286
13866,8,Kerry,147707,2021/08/15 00:00:00+00,92975,102996,52.1689,-9.565,http://data.geohive.ie/resource/county/2ae19629-1454-13a3-e055-000000000001,6076,4113.549121,,,12483603408,1753779.819
13867,9,Kildare,222504,2021/08/15 00:00:00+00,281262,221513,53.238,-6.7837,http://data.geohive.ie/resource/county/2ae19629-1455-13a3-e055-000000000001,15346,6896.954661,,,4726063622,422182.0368
13868,10,Kilkenny,99232,2021/08/15 00:00:00+00,253094,148060,52.5816,-7.2175,http://data.geohive.ie/resource/county/2ae19629-1456-13a3-e055-000000000001,4260,4292.97001,,,5585391835,453397.5722
13869,11,Laois,84697,2021/08/15 00:00:00+00,244211,193996,52.9952,-7.3423,http://data.geohive.ie/resource/county/2ae19629-143e-13a3-e055-000000000001,4764,5624.756485,,,4731211499,398512.4622
13870,12,Leitrim,32044,2021/08/15 00:00:00+00,200446,319670,54.1261,-7.9939,http://data.geohive.ie/resource/county/2ae19629-143f-13a3-e055-000000000001,1212,3782.299338,,,4618679673,453253.685
13871,13,Limerick,194899,2021/08/15 00:00:00+00,149743,141780,52.5255,-8.7412,http://data.geohive.ie/resource/county/2ae19629-1440-13a3-e055-000000000001,15450,7927.182797,,,7206726912,673892.6905
13872,14,Longford,40873,2021/08/15 00:00:00+00,220162,275901,53.7325,-7.6952,http://data.geohive.ie/resource/county/2ae19629-1441-13a3-e055-000000000001,2352,5754.410002,,,3097977869,315245.1728
13873,15,Louth,128884,2021/08/15 00:00:00+00,299463,297349,53.9161,-6.487,http://data.geohive.ie/resource/county/2ae19629-1442-13a3-e055-000000000001,11926,9253.282021,,,2386326963,352203.5172
13874,16,Mayo,130507,2021/08/15 00:00:00+00,117679,297355,53.9191,-9.2537,http://data.geohive.ie/resource/county/2ae19629-1443-13a3-e055-000000000001,8480,6497.735754,,,16036984139,2101964.077
13875,17,Meath,195044,2021/08/15 00:00:00+00,284946,271349,53.6851,-6.715,http://data.geohive.ie/resource/county/2ae19629-1444-13a3-e055-000000000001,13328,6833.329915,,,6658570746,554844.7505
13876,18,Monaghan,61386,2021/08/15 00:00:00+00,268914,326818,54.1857,-6.9452,http://data.geohive.ie/resource/county/2ae19629-1445-13a3-e055-000000000001,6253,10186.36171,,,3768943157,392803.0473
13877,19,Offaly,77961,2021/08/15 00:00:00+00,222690,223679,53.2632,-7.6607,http://data.geohive.ie/resource/county/2ae19629-1446-13a3-e055-000000000001,5321,6825.207476,,,5558826350,561440.3786
13878,20,Roscommon,64544,2021/08/15 00:00:00+00,182029,283486,53.8008,-8.2735,http://data.geohive.ie/resource/county/2ae19629-1447-13a3-e055-000000000001,3693,5721.678235,,,7278743876,622494.1546
13879,21,Sligo,65535,2021/08/15 00:00:00+00,165130,323355,54.1581,-8.5345,http://data.geohive.ie/resource/county/2ae19629-1449-13a3-e055-000000000001,3181,4853.894865,,,5348370378,682286.8703
13880,22,Tipperary,159553,2021/08/15 00:00:00+00,205427,154345,52.6407,-7.9206,http://data.geohive.ie/resource/county/2ae19629-144a-13a3-e055-000000000001,7275,4559.61342,,,11551196729,781276.5797
13881,23,Waterford,116176,2021/08/15 00:00:00+00,234676,105809,52.2035,-7.4935,http://data.geohive.ie/resource/county/2ae19629-144b-13a3-e055-000000000001,6854,5899.669467,,,4848379555,643184.904
13882,24,Westmeath,88770,2021/08/15 00:00:00+00,238362,255966,53.5524,-7.4219,http://data.geohive.ie/resource/county/2ae19629-144c-13a3-e055-000000000001,5237,5899.515602,,,5208705730,422669.3327
13883,25,Wexford,149722,2021/08/15 00:00:00+00,301627,141559,52.5164,-6.5037,http://data.geohive.ie/resource/county/2ae19629-144d-13a3-e055-000000000001,8553,5712.587329,,,6332221063,589324.4767
13884,26,Wicklow,142425,2021/08/15 00:00:00+00,311162,197894,53.0205,-6.3442,http://data.geohive.ie/resource/county/2ae19629-144e-13a3-e055-000000000001,6372,4473.933649,,,5580728579,427539.1986
13885,1,Carlow,56932,2021/08/16 00:00:00+00,278661,163444,52.7168,-6.8367,http://data.geohive.ie/resource/county/2ae19629-143d-13a3-e055-000000000001,3612,6344.410876,,,2432351721,319348.5725
13886,2,Cavan,76176,2021/08/16 00:00:00+00,246380,304501,53.9878,-7.2937,http://data.geohive.ie/resource/county/2ae19629-1448-13a3-e055-000000000001,6458,8477.73577,,,5575009911,515954.4965
13887,3,Clare,118817,2021/08/16 00:00:00+00,133493,182732,52.8917,-8.9889,http://data.geohive.ie/resource/county/2ae19629-1450-13a3-e055-000000000001,5959,5015.275592,,,8722541706,1013948.95
13888,4,Cork,542868,2021/08/16 00:00:00+00,156242,77860,51.9517,-8.6372,http://data.geohive.ie/resource/county/2ae19629-1451-13a3-e055-000000000001,28239,5201.817016,,,19529490886,2129949.409
13889,5,Donegal,159192,2021/08/16 00:00:00+00,202615,405691,54.8989,-7.96,http://data.geohive.ie/resource/county/2ae19629-1452-13a3-e055-000000000001,15784,9915.071109,,,14624041937,2145085.774
13890,6,Dublin,1347359,2021/08/16 00:00:00+00,313762,235813,53.3605,-6.292,http://data.geohive.ie/resource/county/2ae19629-144f-13a3-e055-000000000001,113641,8434.351943,,,2612632655,449433.5318
13891,7,Galway,258058,2021/08/16 00:00:00+00,151045,235818,53.3705,-8.7362,http://data.geohive.ie/resource/county/2ae19629-1453-13a3-e055-000000000001,14697,5695.231305,,,17079158586,1972288.286
13892,8,Kerry,147707,2021/08/16 00:00:00+00,92975,102996,52.1689,-9.565,http://data.geohive.ie/resource/county/2ae19629-1454-13a3-e055-000000000001,6125,4146.722904,,,12483603408,1753779.819
13893,9,Kildare,222504,2021/08/16 00:00:00+00,281262,221513,53.238,-6.7837,http://data.geohive.ie/resource/county/2ae19629-1455-13a3-e055-000000000001,15377,6910.886995,,,4726063622,422182.0368
13894,10,Kilkenny,99232,2021/08/16 00:00:00+00,253094,148060,52.5816,-7.2175,http://data.geohive.ie/resource/county/2ae19629-1456-13a3-e055-000000000001,4296,4329.248629,,,5585391835,453397.5722
13895,11,Laois,84697,2021/08/16 00:00:00+00,244211,193996,52.9952,-7.3423,http://data.geohive.ie/resource/county/2ae19629-143e-13a3-e055-000000000001,4783,5647.189393,,,4731211499,398512.4622
13896,12,Leitrim,32044,2021/08/16 00:00:00+00,200446,319670,54.1261,-7.9939,http://data.geohive.ie/resource/county/2ae19629-143f-13a3-e055-000000000001,1219,3804.144302,,,4618679673,453253.685
13897,13,Limerick,194899,2021/08/16 00:00:00+00,149743,141780,52.5255,-8.7412,http://data.geohive.ie/resource/county/2ae19629-1440-13a3-e055-000000000001,15502,7953.863283,,,7206726912,673892.6905
13898,14,Longford,40873,2021/08/16 00:00:00+00,220162,275901,53.7325,-7.6952,http://data.geohive.ie/resource/county/2ae19629-1441-13a3-e055-000000000001,2363,5781.322634,,,3097977869,315245.1728
13899,15,Louth,128884,2021/08/16 00:00:00+00,299463,297349,53.9161,-6.487,http://data.geohive.ie/resource/county/2ae19629-1442-13a3-e055-000000000001,11997,9308.370317,,,2386326963,352203.5172
13900,16,Mayo,130507,2021/08/16 00:00:00+00,117679,297355,53.9191,-9.2537,http://data.geohive.ie/resource/county/2ae19629-1443-13a3-e055-000000000001,8517,6526.086723,,,16036984139,2101964.077
13901,17,Meath,195044,2021/08/16 00:00:00+00,284946,271349,53.6851,-6.715,http://data.geohive.ie/resource/county/2ae19629-1444-13a3-e055-000000000001,13386,6863.066795,,,6658570746,554844.7505
13902,18,Monaghan,61386,2021/08/16 00:00:00+00,268914,326818,54.1857,-6.9452,http://data.geohive.ie/resource/county/2ae19629-1445-13a3-e055-000000000001,6321,10297.13615,,,3768943157,392803.0473
13903,19,Offaly,77961,2021/08/16 00:00:00+00,222690,223679,53.2632,-7.6607,http://data.geohive.ie/resource/county/2ae19629-1446-13a3-e055-000000000001,5345,6855.992099,,,5558826350,561440.3786
13904,20,Roscommon,64544,2021/08/16 00:00:00+00,182029,283486,53.8008,-8.2735,http://data.geohive.ie/resource/county/2ae19629-1447-13a3-e055-000000000001,3721,5765.059494,,,7278743876,622494.1546
13905,21,Sligo,65535,2021/08/16 00:00:00+00,165130,323355,54.1581,-8.5345,http://data.geohive.ie/resource/county/2ae19629-1449-13a3-e055-000000000001,3201,4884.412909,,,5348370378,682286.8703
13906,22,Tipperary,159553,2021/08/16 00:00:00+00,205427,154345,52.6407,-7.9206,http://data.geohive.ie/resource/county/2ae19629-144a-13a3-e055-000000000001,7324,4590.324218,,,11551196729,781276.5797
13907,23,Waterford,116176,2021/08/16 00:00:00+00,234676,105809,52.2035,-7.4935,http://data.geohive.ie/resource/county/2ae19629-144b-13a3-e055-000000000001,6898,5937.543038,,,4848379555,643184.904
13908,24,Westmeath,88770,2021/08/16 00:00:00+00,238362,255966,53.5524,-7.4219,http://data.geohive.ie/resource/county/2ae19629-144c-13a3-e055-000000000001,5273,5940.069843,,,5208705730,422669.3327
13909,25,Wexford,149722,2021/08/16 00:00:00+00,301627,141559,52.5164,-6.5037,http://data.geohive.ie/resource/county/2ae19629-144d-13a3-e055-000000000001,8607,5748.654172,,,6332221063,589324.4767
13910,26,Wicklow,142425,2021/08/16 00:00:00+00,311162,197894,53.0205,-6.3442,http://data.geohive.ie/resource/county/2ae19629-144e-13a3-e055-000000000001,6402,4494.997367,,,5580728579,427539.1986
13911,1,Carlow,56932,2021/08/17 00:00:00+00,278661,163444,52.7168,-6.8367,http://data.geohive.ie/resource/county/2ae19629-143d-13a3-e055-000000000001,3626,6369.001616,,,2432351721,319348.5725
13912,2,Cavan,76176,2021/08/17 00:00:00+00,246380,304501,53.9878,-7.2937,http://data.geohive.ie/resource/county/2ae19629-1448-13a3-e055-000000000001,6533,8576.191976,,,5575009911,515954.4965
13913,3,Clare,118817,2021/08/17 00:00:00+00,133493,182732,52.8917,-8.9889,http://data.geohive.ie/resource/county/2ae19629-1450-13a3-e055-000000000001,6008,5056.515482,,,8722541706,1013948.95
13914,4,Cork,542868,2021/08/17 00:00:00+00,156242,77860,51.9517,-8.6372,http://data.geohive.ie/resource/county/2ae19629-1451-13a3-e055-000000000001,28390,5229.632249,,,19529490886,2129949.409
13915,5,Donegal,159192,2021/08/17 00:00:00+00,202615,405691,54.8989,-7.96,http://data.geohive.ie/resource/county/2ae19629-1452-13a3-e055-000000000001,15956,10023.11674,,,14624041937,2145085.774
13916,6,Dublin,1347359,2021/08/17 00:00:00+00,313762,235813,53.3605,-6.292,http://data.geohive.ie/resource/county/2ae19629-144f-13a3-e055-000000000001,114250,8479.551478,,,2612632655,449433.5318
13917,7,Galway,258058,2021/08/17 00:00:00+00,151045,235818,53.3705,-8.7362,http://data.geohive.ie/resource/county/2ae19629-1453-13a3-e055-000000000001,14822,5743.670028,,,17079158586,1972288.286
13918,8,Kerry,147707,2021/08/17 00:00:00+00,92975,102996,52.1689,-9.565,http://data.geohive.ie/resource/county/2ae19629-1454-13a3-e055-000000000001,6199,4196.822087,,,12483603408,1753779.819
13919,9,Kildare,222504,2021/08/17 00:00:00+00,281262,221513,53.238,-6.7837,http://data.geohive.ie/resource/county/2ae19629-1455-13a3-e055-000000000001,15470,6952.683997,,,4726063622,422182.0368
13920,10,Kilkenny,99232,2021/08/17 00:00:00+00,253094,148060,52.5816,-7.2175,http://data.geohive.ie/resource/county/2ae19629-1456-13a3-e055-000000000001,4317,4350.411158,,,5585391835,453397.5722
13921,11,Laois,84697,2021/08/17 00:00:00+00,244211,193996,52.9952,-7.3423,http://data.geohive.ie/resource/county/2ae19629-143e-13a3-e055-000000000001,4812,5681.429094,,,4731211499,398512.4622
13922,12,Leitrim,32044,2021/08/17 00:00:00+00,200446,319670,54.1261,-7.9939,http://data.geohive.ie/resource/county/2ae19629-143f-13a3-e055-000000000001,1224,3819.747847,,,4618679673,453253.685
13923,13,Limerick,194899,2021/08/17 00:00:00+00,149743,141780,52.5255,-8.7412,http://data.geohive.ie/resource/county/2ae19629-1440-13a3-e055-000000000001,15634,8021.59067,,,7206726912,673892.6905
13924,14,Longford,40873,2021/08/17 00:00:00+00,220162,275901,53.7325,-7.6952,http://data.geohive.ie/resource/county/2ae19629-1441-13a3-e055-000000000001,2372,5803.34206,,,3097977869,315245.1728
13925,15,Louth,128884,2021/08/17 00:00:00+00,299463,297349,53.9161,-6.487,http://data.geohive.ie/resource/county/2ae19629-1442-13a3-e055-000000000001,12060,9357.251482,,,2386326963,352203.5172
13926,16,Mayo,130507,2021/08/17 00:00:00+00,117679,297355,53.9191,-9.2537,http://data.geohive.ie/resource/county/2ae19629-1443-13a3-e055-000000000001,8582,6575.892481,,,16036984139,2101964.077
13927,17,Meath,195044,2021/08/17 00:00:00+00,284946,271349,53.6851,-6.715,http://data.geohive.ie/resource/county/2ae19629-1444-13a3-e055-000000000001,13455,6898.443428,,,6658570746,554844.7505
13928,18,Monaghan,61386,2021/08/17 00:00:00+00,268914,326818,54.1857,-6.9452,http://data.geohive.ie/resource/county/2ae19629-1445-13a3-e055-000000000001,6381,10394.87831,,,3768943157,392803.0473
13929,19,Offaly,77961,2021/08/17 00:00:00+00,222690,223679,53.2632,-7.6607,http://data.geohive.ie/resource/county/2ae19629-1446-13a3-e055-000000000001,5363,6879.080566,,,5558826350,561440.3786
13930,20,Roscommon,64544,2021/08/17 00:00:00+00,182029,283486,53.8008,-8.2735,http://data.geohive.ie/resource/county/2ae19629-1447-13a3-e055-000000000001,3781,5858.019336,,,7278743876,622494.1546
13931,21,Sligo,65535,2021/08/17 00:00:00+00,165130,323355,54.1581,-8.5345,http://data.geohive.ie/resource/county/2ae19629-1449-13a3-e055-000000000001,3210,4898.146029,,,5348370378,682286.8703
13932,22,Tipperary,159553,2021/08/17 00:00:00+00,205427,154345,52.6407,-7.9206,http://data.geohive.ie/resource/county/2ae19629-144a-13a3-e055-000000000001,7386,4629.182779,,,11551196729,781276.5797
13933,23,Waterford,116176,2021/08/17 00:00:00+00,234676,105809,52.2035,-7.4935,http://data.geohive.ie/resource/county/2ae19629-144b-13a3-e055-000000000001,6923,5959.062113,,,4848379555,643184.904
13934,24,Westmeath,88770,2021/08/17 00:00:00+00,238362,255966,53.5524,-7.4219,http://data.geohive.ie/resource/county/2ae19629-144c-13a3-e055-000000000001,5324,5997.521685,,,5208705730,422669.3327
13935,25,Wexford,149722,2021/08/17 00:00:00+00,301627,141559,52.5164,-6.5037,http://data.geohive.ie/resource/county/2ae19629-144d-13a3-e055-000000000001,8627,5762.012263,,,6332221063,589324.4767
13936,26,Wicklow,142425,2021/08/17 00:00:00+00,311162,197894,53.0205,-6.3442,http://data.geohive.ie/resource/county/2ae19629-144e-13a3-e055-000000000001,6459,4535.018431,,,5580728579,427539.1986
13937,1,Carlow,56932,2021/08/18 00:00:00+00,278661,163444,52.7168,-6.8367,http://data.geohive.ie/resource/county/2ae19629-143d-13a3-e055-000000000001,3647,6405.887726,,,2432351721,319348.5725
13938,2,Cavan,76176,2021/08/18 00:00:00+00,246380,304501,53.9878,-7.2937,http://data.geohive.ie/resource/county/2ae19629-1448-13a3-e055-000000000001,6610,8677.273682,,,5575009911,515954.4965
13939,3,Clare,118817,2021/08/18 00:00:00+00,133493,182732,52.8917,-8.9889,http://data.geohive.ie/resource/county/2ae19629-1450-13a3-e055-000000000001,6045,5087.655807,,,8722541706,1013948.95
13940,4,Cork,542868,2021/08/18 00:00:00+00,156242,77860,51.9517,-8.6372,http://data.geohive.ie/resource/county/2ae19629-1451-13a3-e055-000000000001,28510,5251.737071,,,19529490886,2129949.409
13941,5,Donegal,159192,2021/08/18 00:00:00+00,202615,405691,54.8989,-7.96,http://data.geohive.ie/resource/county/2ae19629-1452-13a3-e055-000000000001,16065,10091.58752,,,14624041937,2145085.774
13942,6,Dublin,1347359,2021/08/18 00:00:00+00,313762,235813,53.3605,-6.292,http://data.geohive.ie/resource/county/2ae19629-144f-13a3-e055-000000000001,114772,8518.293937,,,2612632655,449433.5318
13943,7,Galway,258058,2021/08/18 00:00:00+00,151045,235818,53.3705,-8.7362,http://data.geohive.ie/resource/county/2ae19629-1453-13a3-e055-000000000001,14896,5772.345752,,,17079158586,1972288.286
13944,8,Kerry,147707,2021/08/18 00:00:00+00,92975,102996,52.1689,-9.565,http://data.geohive.ie/resource/county/2ae19629-1454-13a3-e055-000000000001,6261,4238.797078,,,12483603408,1753779.819
13945,9,Kildare,222504,2021/08/18 00:00:00+00,281262,221513,53.238,-6.7837,http://data.geohive.ie/resource/county/2ae19629-1455-13a3-e055-000000000001,15532,6980.548664,,,4726063622,422182.0368
13946,10,Kilkenny,99232,2021/08/18 00:00:00+00,253094,148060,52.5816,-7.2175,http://data.geohive.ie/resource/county/2ae19629-1456-13a3-e055-000000000001,4334,4367.542728,,,5585391835,453397.5722
13947,11,Laois,84697,2021/08/18 00:00:00+00,244211,193996,52.9952,-7.3423,http://data.geohive.ie/resource/county/2ae19629-143e-13a3-e055-000000000001,4864,5742.824421,,,4731211499,398512.4622
13948,12,Leitrim,32044,2021/08/18 00:00:00+00,200446,319670,54.1261,-7.9939,http://data.geohive.ie/resource/county/2ae19629-143f-13a3-e055-000000000001,1234,3850.954937,,,4618679673,453253.685
13949,13,Limerick,194899,2021/08/18 00:00:00+00,149743,141780,52.5255,-8.7412,http://data.geohive.ie/resource/county/2ae19629-1440-13a3-e055-000000000001,15716,8063.663744,,,7206726912,673892.6905
13950,14,Longford,40873,2021/08/18 00:00:00+00,220162,275901,53.7325,-7.6952,http://data.geohive.ie/resource/county/2ae19629-1441-13a3-e055-000000000001,2385,5835.147897,,,3097977869,315245.1728
13951,15,Louth,128884,2021/08/18 00:00:00+00,299463,297349,53.9161,-6.487,http://data.geohive.ie/resource/county/2ae19629-1442-13a3-e055-000000000001,12086,9377.424661,,,2386326963,352203.5172
13952,16,Mayo,130507,2021/08/18 00:00:00+00,117679,297355,53.9191,-9.2537,http://data.geohive.ie/resource/county/2ae19629-1443-13a3-e055-000000000001,8656,6632.59442,,,16036984139,2101964.077
13953,17,Meath,195044,2021/08/18 00:00:00+00,284946,271349,53.6851,-6.715,http://data.geohive.ie/resource/county/2ae19629-1444-13a3-e055-000000000001,13534,6938.947109,,,6658570746,554844.7505
13954,18,Monaghan,61386,2021/08/18 00:00:00+00,268914,326818,54.1857,-6.9452,http://data.geohive.ie/resource/county/2ae19629-1445-13a3-e055-000000000001,6429,10473.07204,,,3768943157,392803.0473
13955,19,Offaly,77961,2021/08/18 00:00:00+00,222690,223679,53.2632,-7.6607,http://data.geohive.ie/resource/county/2ae19629-1446-13a3-e055-000000000001,5387,6909.865189,,,5558826350,561440.3786
13956,20,Roscommon,64544,2021/08/18 00:00:00+00,182029,283486,53.8008,-8.2735,http://data.geohive.ie/resource/county/2ae19629-1447-13a3-e055-000000000001,3808,5899.851264,,,7278743876,622494.1546
13957,21,Sligo,65535,2021/08/18 00:00:00+00,165130,323355,54.1581,-8.5345,http://data.geohive.ie/resource/county/2ae19629-1449-13a3-e055-000000000001,3239,4942.397192,,,5348370378,682286.8703
13958,22,Tipperary,159553,2021/08/18 00:00:00+00,205427,154345,52.6407,-7.9206,http://data.geohive.ie/resource/county/2ae19629-144a-13a3-e055-000000000001,7451,4669.921593,,,11551196729,781276.5797
13959,23,Waterford,116176,2021/08/18 00:00:00+00,234676,105809,52.2035,-7.4935,http://data.geohive.ie/resource/county/2ae19629-144b-13a3-e055-000000000001,6966,5996.074921,,,4848379555,643184.904
13960,24,Westmeath,88770,2021/08/18 00:00:00+00,238362,255966,53.5524,-7.4219,http://data.geohive.ie/resource/county/2ae19629-144c-13a3-e055-000000000001,5349,6025.684353,,,5208705730,422669.3327
13961,25,Wexford,149722,2021/08/18 00:00:00+00,301627,141559,52.5164,-6.5037,http://data.geohive.ie/resource/county/2ae19629-144d-13a3-e055-000000000001,8662,5785.388921,,,6332221063,589324.4767
13962,26,Wicklow,142425,2021/08/18 00:00:00+00,311162,197894,53.0205,-6.3442,http://data.geohive.ie/resource/county/2ae19629-144e-13a3-e055-000000000001,6487,4554.677901,,,5580728579,427539.1986
13963,1,Carlow,56932,2021/08/19 00:00:00+00,278661,163444,52.7168,-6.8367,http://data.geohive.ie/resource/county/2ae19629-143d-13a3-e055-000000000001,3661,6430.478466,,,2432351721,319348.5725
13964,2,Cavan,76176,2021/08/19 00:00:00+00,246380,304501,53.9878,-7.2937,http://data.geohive.ie/resource/county/2ae19629-1448-13a3-e055-000000000001,6648,8727.15816,,,5575009911,515954.4965
13965,3,Clare,118817,2021/08/19 00:00:00+00,133493,182732,52.8917,-8.9889,http://data.geohive.ie/resource/county/2ae19629-1450-13a3-e055-000000000001,6071,5109.538197,,,8722541706,1013948.95
